ID,encoded_pixels
image_055,1:122515 7 123132 7 123737 28 124354 28 124971 28 125580 48 126197 48 126809 56 127426 56 128043 56 128610 2 128615 2 128634 2 128639 87 128776 12 129227 2 129232 2 129251 2 129256 87 129393 12 129844 2 129849 2 129868 2 129873 87 130010 12 130458 119 130625 24 130666 26 131075 119 131242 24 131283 26 131692 133 131827 3 131842 2 131847 86 132309 133 132444 3 132459 2 132464 86 132926 133 133061 3 133076 2 133081 86 133543 138 133688 99 134160 138 134305 99 134777 246 135394 246 136011 246 136628 249 137245 249 137862 249 138479 246 139096 246 139711 251 140328 251 140945 251 141560 250 142177 250 142791 256 143408 256 144025 256 144642 253 145259 253 145876 253 146496 253 147113 253 147732 253 148349 253 148966 253 149585 249 150202 249 150822 246 151439 246 152056 246 152673 246 153290 246 153912 241 154529 241 155146 241 155765 239 156382 239 156999 239 157616 239 158233 239 158850 239 159467 239 160084 239 160701 236 161318 236 161933 236 162550 236 163167 236 163784 233 164401 233 165018 233 165627 244 166244 244 166782 24 166854 248 167399 24 167471 248 168016 24 168088 248 168626 38 168693 260 169243 38 169310 260 169857 56 169920 267 170474 56 170537 267 171091 56 171154 267 171713 325 172330 325 172947 325 173569 320 174186 320 174805 318 175422 318 176039 318 176659 315 177276 315 177895 313 178512 313 179129 313 179744 315 180361 315 180978 315 181597 313 182214 313 182831 313 183448 313 184065 313 184682 313 185299 313 185919 310 186536 310 187153 310 187772 311 188389 311 189006 311 189625 3 189630 12 189652 282 190242 3 190247 12 190269 282 190898 183 191084 2 191088 82 191515 183 191701 2 191705 82 192132 183 192318 2 192322 82 192783 137 192922 3 192947 2 192951 73 193400 137 193539 3 193564 2 193568 73 194026 126 194193 65 194643 126 194810 65 195260 126 195427 65 195882 123 196046 60 196499 123 196663 60 197116 123 197280 60 197760 94 197895 62 198377 94 198512 62 199001 89 199131 51 199184 2 199618 89 199748 51 199801 2 200235 89 200365 51 200418 2 200857 86 200984 49 201474 86 201601 49 202098 77 202221 41 202715 77 202838 41 203332 77 203455 41 203956 65 204072 41 204573 65 204689 41 205200 46 205311 31 205817 46 205928 31 206434 46 206545 31 207056 33 207162 31 207673 33 207779 31 208290 33 208396 31 209017 22 209634 22 210249 24 210866 24 211483 24 212102 17 212719 17 213334 17 213951 17 214568 17 215187 3 215192 8 215804 3 215809 8 216421 3 216426 8 217043 8 217660 8~2:66488 7 67105 7 67708 24 68325 24 68942 24 69547 38 70164 38 70781 38 71390 49 72007 49 72617 58 73234 58 73851 58 74466 62 75083 62 75697 70 76314 70 76931 70 77548 75 78165 75 78782 75 79394 85 80011 85 80628 90 81245 90 81862 90 82475 98 83092 98 83709 101 84326 101 84943 101 85555 108 86172 108 86789 108 87406 111 88023 111 88637 114 89254 114 89871 114 90484 118 91101 118 91614 12 91715 123 92231 12 92332 123 92848 12 92949 123 93463 16 93559 128 94080 16 94176 128 94697 16 94793 128 95309 29 95398 140 95926 29 96015 140 96543 36 96625 147 97160 36 97242 147 97777 36 97859 147 98389 234 99006 234 99623 234 100240 234 100857 234 101476 234 102093 234 102710 234 103327 234 103944 234 104556 239 105173 239 105790 239 106405 241 107022 241 107634 249 108251 249 108868 249 109480 254 110097 254 110714 254 111331 254 111948 254 112561 260 113178 260 113795 260 114407 267 115024 267 115641 270 116258 270 116875 270 117489 278 118106 278 118721 282 119049 2 119338 282 119666 2 119955 282 120283 2 120572 304 120893 12 121189 304 121510 12 121806 304 122127 12 122423 92 122522 236 123040 92 123139 236 123659 78 123765 227 124276 78 124382 227 124893 78 124999 227 125513 67 125628 215 126130 67 126245 215 126749 60 126865 200 127067 10 127366 60 127482 200 127684 10 127983 60 128099 200 128301 10 128607 3 128612 3 128617 17 128636 3 128726 50 128788 126 128916 12 129224 3 129229 3 129234 17 129253 3 129343 50 129405 126 129533 12 129841 3 129846 3 129851 17 129870 3 129960 50 130022 126 130150 12 130577 48 130649 17 130692 73 130772 5 131194 48 131266 17 131309 73 131389 5 131825 2 131830 12 131844 3 131933 61 132442 2 132447 12 132461 3 132550 61 133059 2 133064 12 133078 3 133167 61 133681 7 133787 22 133811 31 134298 7 134404 22 134428 31 135023 17 135043 31 135640 17 135660 31 136257 17 136277 31 136877 12 136896 29 137494 12 137513 29 138111 12 138130 29 138725 17 138747 29 138795 3 139342 17 139364 29 139412 3 139962 48 140027 7 140579 48 140644 7 141196 48 141261 7 141810 53 141875 12 142427 53 142492 12 143047 12 143064 31 143109 12 143664 12 143681 31 143726 12 144281 12 144298 31 144343 12 144895 12 144917 29 144958 14 145512 12 145534 29 145575 14 146129 12 146151 29 146192 14 146749 5 146770 24 146811 15 147366 5 147387 24 147428 15 148007 19 148043 17 148624 19 148660 17 149241 19 149277 17 149860 15 149894 19 150477 15 150511 19 151097 9 151130 17 151714 9 151747 17 152331 9 152364 17 152948 7 152981 17 153565 7 153598 17 154182 7 154215 17 154799 7 154832 17 155416 7 155449 17 156033 7 156066 17 156650 7 156683 17 157267 7 157300 17 157855 2 157881 10 157920 14 158472 2 158498 10 158537 14 159089 2 159115 10 159154 14 159706 2 159732 10 159771 14 160323 2 160349 10 160388 14 160937 8 160961 15 161005 14 161554 8 161578 15 161622 14 162169 12 162195 15 162239 14 162786 12 162812 15 162856 14 163403 12 163429 15 163473 14 164017 17 164042 19 164090 14 164634 17 164659 19 164707 14 165251 17 165276 19 165324 14 165871 14 165895 17 165941 12 166488 14 166512 17 166558 12 167102 17 167129 17 167177 10 167719 17 167746 17 167794 10 168336 17 168363 17 168411 10 168953 15 168982 12 169028 7 169570 15 169599 12 169645 7 170187 17 170216 12 170804 17 170833 12 171421 17 171450 12 171701 12 172038 15 172318 12 172655 15 172935 12 173272 15 173472 3 173547 22 173889 13 174089 3 174164 22 174506 13 174699 22 174779 26 175123 13 175316 22 175396 26 175740 13 175933 22 176013 26 176357 13 176545 44 176627 32 176974 13 177162 44 177244 32 177591 13 177777 48 177859 36 178208 10 178394 48 178476 36 178825 10 179011 48 179093 36 179442 10 179628 116 180059 10 180245 116 180676 10 180862 116 181293 10 181479 118 181910 8 182096 118 182527 8 182713 118 183144 8 183330 118 183761 8 183947 118 184378 8 184564 118 184995 5 185181 118 185612 5 185796 123 186229 3 186413 123 186846 3 187030 123 187463 3 187647 125 188264 125 188881 125 189498 127 189628 2 190115 127 190245 2 190732 139 191081 3 191086 2 191349 139 191698 3 191703 2 191966 139 192315 3 192320 2 192580 145 192920 2 192925 22 192949 2 193197 145 193537 2 193542 22 193566 2 193814 142 194152 41 194431 142 194769 41 195048 142 195386 41 195665 140 196005 41 196106 3 196282 140 196622 41 196723 3 196899 140 197239 41 197340 3 197514 137 197854 41 197957 5 198131 137 198471 41 198574 5 198748 132 199090 41 199182 2 199186 15 199365 132 199707 41 199799 2 199803 15 199982 132 200324 41 200416 2 200420 15 200596 133 200943 41 201033 21 201213 133 201560 41 201650 21 201830 131 202175 46 202262 29 202447 131 202792 46 202879 29 203064 131 203409 46 203496 29 203681 128 204021 51 204113 26 204298 128 204638 51 204730 26 204918 125 205246 65 205342 29 205535 125 205863 65 205959 29 206152 125 206480 65 206576 29 206769 125 207089 73 207193 24 207386 125 207706 73 207810 24 208003 125 208323 73 208427 24 208622 121 208914 103 209039 3 209044 24 209239 121 209531 103 209656 3 209661 24 209856 121 210148 101 210290 2 210295 2 210473 121 210765 101 210907 2 210912 2 211090 121 211382 101 211524 2 211529 2 211710 115 211999 103 212327 115 212616 103 212944 115 213233 101 213561 115 213850 101 214178 115 214467 101 214795 118 215081 106 215190 2 215200 2 215412 118 215698 106 215807 2 215817 2 216029 118 216315 106 216424 2 216434 2 216646 118 216930 113 217263 118 217547 113 217882 118 218159 128 218499 118 218776 128 219116 118 219393 128 219733 121 220008 128 220350 121 220625 128 220969 123 221235 137 221586 123 221852 137 222203 123 222469 137 222823 125 223076 145 223440 125 223693 145 224057 125 224310 145 224676 128 224912 157 225293 128 225529 157 225913 130 226115 188 226530 130 226732 188 227147 130 227349 188 227766 130 227959 195 228383 130 228576 195 229000 130 229193 195 229617 130 229810 195 230234 130 230427 195 230851 130 231041 198 231468 130 231658 198 232085 130 232275 198 232704 128 232895 195 233321 128 233512 195 233938 128 234129 193 234555 128 234746 193 235172 128 235363 193 235789 126 235982 191 236406 126 236599 191 237023 123 237216 191 237640 123 237833 191 238257 123 238450 191 238874 123 239065 193 239491 123 239682 193 240108 123 240299 193 240723 128 240911 198 241340 128 241528 198 241957 128 242121 2 242126 217 242574 128 242738 2 242743 217 243191 128 243355 2 243360 217 243806 137 243962 234 244423 137 244579 234 245037 393 245654 393 246271 393 246888 396 247505 396 248122 396 248734 401 249351 401 249966 407 250583 407 251200 407 251815 412 252432 412 253046 417 253663 417 254280 417 254897 415 255514 415 256131 410 256748 410 257365 410 257982 408 258599 408 259216 408 259833 405 260450 405 261070 400 261687 400 262304 400 262921 31 262969 347 263538 31 263586 347 264157 22 264210 337 264774 22 264827 337 265391 22 265444 337 266013 9 266063 331 266630 9 266680 331 267247 9 267297 331 267869 2 267914 326 268486 2 268531 326 269148 319 269765 319 270382 319 270999 311 271616 311 272231 311 272848 311 273465 311 274036 15 274065 323 274653 15 274682 323 275270 15 275299 323 275885 349 276502 349 277116 348 277733 348 278350 348 278967 345 279584 345 280204 342 280821 342 281438 342 282060 325 282677 325 283294 325 283930 299 284547 299 285174 282 285791 282 286408 282 287078 214 287695 214 288321 195 288938 195 289555 195 290196 167 290813 167 291430 167 292055 156 292672 156 293289 156 293906 156 294523 156 295142 152 295759 152 296378 145 296995 145 297612 145 298232 137 298849 137 299466 137 300085 114 300702 114 301331 22 301358 29 301948 22 301975 29 302565 22 302592 29
image_056,1:47401 2 47405 2 47442 44 47488 18 47872 2 47876 2 47913 44 47959 18 48332 2 48336 24 48377 77 48776 158 49247 158 49705 178 50119 11 50163 195 50590 11 50634 195 51050 35 51087 1 51090 212 51512 266 51983 266 52448 276 52914 285 53385 285 53852 289 54317 297 54788 297 55252 305 55719 311 56190 311 56658 314 57127 316 57598 316 58069 316 58540 314 59011 314 59480 316 59951 316 60422 316 60893 316 61364 316 61835 316 62306 315 62775 317 63246 317 63717 315 64188 313 64659 313 65130 313 65599 311 66070 311 66541 309 67012 306 67483 306 67952 304 68422 303 68893 303 69362 302 69833 300 70304 300 70775 298 71246 294 71717 294 72188 292 72659 292 73130 292 73599 292 74070 291 74541 291 75012 287 75483 285 75954 285 76427 281 76900 277 77371 277 77842 274 78314 271 78785 271 79258 265 79733 256 80204 256 80677 252 81153 241 81624 241 82097 234 82572 208 83043 208 83518 196 83998 151 84150 8 84165 11 84469 151 84621 8 84636 11 84947 88 85041 35 85436 23 85460 2 85907 23 85931 2
image_057,1:42323 11 42883 11 43430 31 43990 31 44546 43 45103 55 45663 55 46219 66 46779 66 47335 74 47895 74 48450 81 49010 81 49566 90 50126 90 50684 94 51241 99 51801 99 52359 101 52919 101 53477 103 54037 103 54593 107 55153 107 55711 111 56271 111 56831 111 57388 114 57948 114 58506 114 59066 114 59624 116 60184 116 60744 114 61302 116 61862 116 62422 114 62982 114 63542 111 64102 111 64660 111 65220 111 65780 111 66340 111 66900 109 67462 103 68022 103 68584 98 69144 98 69704 96 70264 96 70824 92 71384 92 71946 88 72506 83 73066 83 73631 72 74191 72 74757 50 75317 50
image_058,<empty>
image_059,1:104137 14 104832 14 105511 41 106206 41 106898 52 107593 52 108286 57 108981 57 109670 68 110365 68 111060 71 111755 71 112445 76 113140 76 113832 82 114527 82 115219 87 115914 87 116607 89 117302 89 117994 92 118689 92 119381 95 120076 95 120769 100 121464 100 122159 100 122854 100 123549 100 124241 103 124936 103 125628 106 126323 106 127018 106 127713 106 128408 106 129103 106 129798 106 130493 106 131188 103 131883 103 132578 103 133273 103 133968 98 134663 98 135364 89 136059 89 136756 82 137451 82 138152 73 138847 73 139553 2 139558 3 139577 33 140248 2 140253 3 140272 33
image_060,1:35374 17 35929 17 36478 32 37033 32 37583 44 38138 44 38689 52 39244 52 39795 60 40350 60 40902 65 41457 65 42010 70 42565 70 43118 74 43669 80 44224 80 44777 84 45332 84 45882 89 46437 89 46988 93 47543 93 48096 95 48651 95 49201 100 49756 100 50307 106 50862 106 51408 115 51963 115 52514 121 53069 121 53618 127 54173 127 54725 133 55276 137 55831 137 56382 143 56937 143 57490 145 58045 145 58597 148 59152 148 59705 150 60260 150 60813 152 61368 152 61921 154 62476 154 63029 156 63584 156 64139 156 64694 156 65249 154 65804 154 66359 154 66916 152 67471 152 68028 147 68583 147 69138 145 69693 145 70252 139 70807 139 71369 128 71924 128 72481 124 73036 124 73593 119 74148 119 74705 117 75260 117 75822 108 76379 104 76934 104 77489 100 77591 2 78044 100 78146 2 78601 98 79156 98 79713 89 80268 89 80823 20 80858 52 81378 20 81413 52 81933 13 81975 41 82488 13 82530 41 83091 2 83095 3 83100 21 83646 2 83650 3 83655 21 84203 2 84208 2 84212 19 84758 2 84763 2 84767 19 85326 13 85881 13 86438 9 86993 7 87548 7 88103 3 88108 2 88658 3 88663 2
image_061,1:54680 26 54709 8 55240 26 55269 8 55794 59 56354 59 56909 70 57469 70 58025 81 58585 81 59141 89 59701 89 60258 97 60816 101 61376 101 61934 105 62494 105 63052 109 63612 109 64170 111 64730 111 65290 111 65847 116 66407 116 66967 116 67527 116 68085 118 68645 118 69205 118 69765 118 70325 118 70885 118 71445 118 72005 118 72565 118 73125 118 73685 118 74245 118 74805 118 75367 116 75927 116 76487 116 77047 116 77607 116 78167 116 78727 116 79287 114 79847 114 80407 114 80967 114 81530 111 82090 111 82650 111 83210 111 83770 109 84332 107 84892 107 85452 105 86012 105 86574 101 87134 101 87694 101 88254 101 88814 98 89374 98 89936 94 90498 88 91058 88 91621 83 92181 83 92743 78 93303 78 93867 70 94427 70 94989 64 95549 64 96116 48 96685 2 96689 4 96698 17 97245 2 97249 4 97258 17
image_062,1:32165 41 32801 61 33447 61 34086 73 34721 3 34727 88 35367 3 35373 88 36001 113 36644 119 37290 119 37934 126 38577 137 39223 137 39867 146 40510 149 41156 149 41800 154 42446 156 43092 156 43735 162 44379 164 45025 164 45668 169 46314 172 46960 172 47604 176 48250 176 48896 176 49539 182 50185 182 50831 182 51475 186 52121 186 52767 186 53413 186 54059 186 54705 186 55348 189 55994 189 56640 189 57286 189 57932 189 58578 189 59224 189 59870 144 60016 43 60516 144 60662 43 61162 187 61808 187 62454 187 63100 184 63746 184 64392 182 65038 179 65684 179 66333 174 66979 171 67625 171 68273 164 68922 156 69568 156 70214 146 70862 119 71508 119 72154 109 72803 101 73449 101 74097 94 74746 80 75392 80 76045 63 76701 48 77347 48 77998 38 78647 30 79293 30 79944 8~2:60014 2 60660 2
image_063,1:73485 16 74047 16 74598 42 75160 42 75713 58 76271 66 76833 66 77391 72 77953 72 78510 79 79072 79 79630 88 80192 88 80752 90 81314 90 81873 97 82433 101 82995 101 83555 105 84117 105 84677 110 85239 110 85801 112 86363 112 86923 114 87485 114 88047 116 88609 116 89171 118 89731 120 90293 120 90852 125 91414 125 91976 128 92538 128 93100 128 93662 128 94222 130 94784 130 95346 130 95908 132 96470 132 97030 134 97592 134 98154 134 98716 134 99278 134 99840 134 100400 134 100962 134 101524 134 102086 134 102648 134 103212 129 103774 129 104334 131 104896 131 105460 127 106022 127 106584 127 107146 127 107710 123 108272 123 108834 123 109396 123 109960 119 110522 117 111084 117 111649 111 112211 111 112775 109 113337 109 113899 105 114461 105 115027 101 115589 101 116153 95 116717 90 117279 90 117846 81 118408 81 118974 73 119536 73 120103 63 120665 63 121238 41 121800 41
image_064,1:72272 20 72833 20 73387 31 73948 31 74503 39 75064 39 75620 46 76179 51 76740 51 77299 53 77860 53 78417 59 78978 59 79539 59 80100 59 80658 62 81219 62 81778 64 82339 64 82900 64 83461 62 84022 62 84581 61 85142 61 85703 61 86264 61 86825 59 87386 59 87949 53 88510 51 89071 51 89634 46 90195 46 90759 39 91320 39 91883 33 92444 33 93009 18 93570 18
image_065,1:55925 14 56619 14 57275 63 57969 63 58663 63 59347 76 60041 76 60727 86 61421 86 62109 92 62803 92 63489 103 64183 103 64877 103 65544 130 66238 130 66913 152 67607 152 68295 158 68989 158 69683 158 70358 177 71052 177 71738 187 72432 187 73121 195 73815 195 74503 201 75197 201 75891 201 76580 209 77274 209 77965 215 78659 215 79351 217 80045 217 80739 219 81433 219 82127 219 82818 225 83512 225 84203 228 84897 228 85591 231 86285 231 86979 231 87673 231 88367 231 89059 233 89753 233 90447 235 91141 235 91832 238 92526 238 93220 238 93914 238 94608 238 95299 241 95993 241 96687 244 97381 244 98072 247 98766 247 99460 247 100154 247 100848 247 101540 249 102234 249 102928 249 103622 249 104316 249 105007 252 105701 252 106395 252 107089 252 107780 255 108474 255 109168 255 109862 255 110556 255 111250 255 111944 255 112638 258 113332 258 114024 260 114718 260 115412 260 116106 260 116800 260 117494 260 118188 260 118882 260 119576 260 120270 260 120964 260 121658 260 122352 260 123046 260 123740 260 124434 260 125128 260 125822 260 126516 262 127210 262 127904 262 128598 262 129292 262 129986 262 130680 262 131371 268 132065 268 132759 268 133453 268 134147 268 134841 268 135535 268 136229 268 136923 268 137617 268 138311 268 139005 268 139699 268 140393 268 141087 265 141781 265 142475 265 143169 265 143863 263 144557 263 145251 263 145942 266 146636 266 147330 263 148024 263 148718 263 149412 263 150106 260 150800 260 151494 260 152191 257 152885 257 153582 254 154276 254 154975 249 155669 249 156363 249 157060 244 157754 244 158450 242 159144 242 159841 239 160535 239 161235 233 161929 233 162623 233 163327 223 164021 223 164723 212 165417 212 166122 201 166816 201 167516 195 168210 195 168904 195 169603 187 170297 187 170991 3 170997 179 171685 3 171691 179 172390 171 173084 171 173778 171 174472 3 174477 166 175166 3 175171 166 175871 157 176565 157 177259 157 177953 157 178652 152 179346 152 180040 152 180734 149 181428 149 182125 146 182819 146 183510 3 183516 141 184204 3 184210 141 184901 144 185595 144 186289 144 186980 144 187674 144 188366 146 189060 146 189745 3 189751 146 190439 3 190445 146 191133 3 191139 146 191830 149 192524 149 193215 150 193909 150 194601 149 195295 149 195986 152 196680 152 197374 152 198065 152 198759 152 199451 2 199456 146 200145 2 200150 146 200841 147 201535 147 202227 146 202921 146 203615 146 204311 144 205005 144 205697 2 205702 136 206391 2 206396 136 207090 133 207784 133 208478 133 209172 130 209866 130 210563 124 211257 124 211951 122 212645 122 213339 116 214033 116 214727 116 215423 112 216117 112 216811 109 217505 109 218199 106 218893 106 219587 106 220281 106 220975 106 221667 105 222361 105 223055 97 223749 97 224494 38 225188 38 225882 38~2:148713 5 149407 5 150098 8 150792 8 151486 8 152177 14 152871 14 153565 17 154259 17 154951 24 155645 24 156339 24 157030 30 157724 30 158412 38 159106 38 159795 46 160489 46 161180 55 161874 55 162568 55 163260 67 163954 67 164631 92 165325 92 166017 105 166711 105 167405 111 168099 111 168793 111 169487 116 170181 116 170875 116 170994 3 171569 116 171688 3 172263 127 172957 127 173651 127 174345 127 174475 2 175039 127 175169 2 175735 136 176429 136 177126 133 177820 133 178517 135 179211 135 179905 135 180601 133 181295 133 181995 130 182689 130 183386 124 183513 3 184080 124 184207 3 184774 127 185468 127 186162 127 186858 122 187552 122 188249 117 188943 117 189637 108 189748 3 190331 108 190442 3 191025 108 191136 3 191722 108 192416 108 193112 103 193806 103 194503 98 195197 98 195891 95 196585 95 197279 95 197976 89 198670 89 199364 87 199453 3 200058 87 200147 3 200755 86 201449 86 202143 84 202837 84 203531 84 204227 84 204921 84 205618 79 205699 3 206312 79 206393 3 207009 81 207703 81 208397 81 209093 79 209787 79 210484 79 211178 79 211878 73 212572 73 213268 71 213962 71 214656 71 215356 67 216050 67 216749 62 217443 62 218145 54 218839 54 219533 54 220235 46 220929 46 221631 36 222325 36 223036 19 223730 19
image_066,<empty>
image_067,<empty>
image_068,1:72698 9 73256 9 73797 33 74355 33 74898 54 75445 2 75449 68 76003 2 76007 68 76554 83 77112 83 77659 96 78217 96 78767 109 79325 109 79883 113 80441 113 80994 120 81535 2 81544 130 82093 2 82102 130 82627 166 83185 166 83741 170 84299 170 84857 172 85415 172 85973 172 86531 172 87087 176 87645 176 88203 176 88758 181 89316 181 89874 181 90432 181 90988 185 91546 185 92104 185 92662 185 93220 188 93778 188 94334 190 94892 192 95450 192 96008 192 96566 192 97126 190 97684 190 98242 188 98800 188 99360 186 99918 186 100476 183 101034 183 101595 180 102155 176 102713 176 103273 172 103831 172 104391 168 104949 168 105509 164 106067 164 106627 162 107185 162 107746 157 108304 157 108866 150 109426 146 109984 146 110547 139 111105 139 111667 135 112225 135 112787 127 113345 127 113908 117 114466 117 115030 98 115608 2 115612 59 116166 2 116170 59 116750 2 117308 2
image_069,1:68191 35 68797 35 69391 59 69997 59 70584 90 71190 90 71796 90 72385 112 72991 112 73588 125 74194 125 74790 140 75396 140 76002 140 76599 156 77205 156 77801 171 78407 171 79009 180 79615 180 80221 180 80822 189 81428 189 82029 194 82635 194 83241 194 83840 201 84446 201 85050 201 85656 201 86255 208 86861 208 87467 208 88070 209 88676 209 89278 215 89884 215 90485 220 91091 220 91697 220 92298 227 92904 227 93508 229 94114 229 94715 237 95321 237 95927 237 96531 239 97137 239 97740 242 98346 242 98952 242 99556 244 100162 244 100763 251 101369 251 101973 253 102579 253 103185 253 103788 258 104394 258 104998 260 105604 260 106210 260 106816 260 107422 260 108026 262 108632 262 109235 265 109841 265 110445 267 111051 267 111657 267 112263 270 112869 270 113473 272 114079 272 114685 272 115288 275 115894 275 116500 275 117106 275 117712 275 118318 275 118924 275 119530 275 120136 275 120740 277 121346 277 121952 274 122558 274 123164 274 123768 274 124374 274 124980 269 125586 269 126192 265 126798 265 127404 265 128010 260 128616 260 129222 258 129828 258 130434 258 131040 253 131646 253 132252 248 132858 248 133464 246 134070 246 134676 246 135282 243 135888 243 136494 241 137100 241 137706 239 138312 239 138918 239 139524 234 140130 234 140736 232 141342 232 141948 227 142554 227 143160 227 143763 227 144369 227 144975 225 145581 225 146187 225 146793 223 147399 223 148008 217 148614 217 149220 213 149826 213 150432 213 151038 210 151644 210 152252 206 152858 206 153466 199 154072 199 154678 199 155287 191 155893 191 156503 180 157109 180 157722 166 158328 166 158934 166 159545 156 160151 156 160762 144 161368 144 161974 144 162606 109 163212 109 163832 3 163837 83 164438 3 164443 83 165068 54 165674 54 166280 54~2:82223 5 82829 5 83435 5 84041 10 84647 10 85251 17 85857 17 86463 21 87069 21 87675 21 88279 26 88885 26 89493 26 90099 26 90705 26 91311 26 91917 26 92525 26 93131 26 93737 26 94343 26 94952 23 95558 23 96164 23 96770 26 97376 26 97982 26 98588 26 99194 26 99800 26 100406 26 101014 26 101620 26 102226 26 102832 26 103438 26 104046 24 104652 24 105258 24 105864 24 106470 27 107076 27 107682 27 108288 27 108894 27 109500 27 110106 27 110712 27 111318 27 111924 27 112533 24 113139 24 113745 21 114351 21 114957 21 115563 21 116169 21 116775 19 117381 19 117987 16 118593 16 119199 16 119805 14 120411 14 121017 7 121623 7
image_070,1:64910 11 64923 2 65477 11 65490 2 66015 69 66582 69 67144 78 67711 78 68274 84 68839 86 69406 86 69971 90 70538 90 71100 95 71667 95 72232 97 72799 97 73364 102 73931 99 74498 99 75063 101 75630 101 76197 101 76764 101 77331 101 77898 101 78465 101 79029 104 79596 104 80166 101 80733 101 81300 101 81867 101 82434 99 83001 99 83568 99 84135 99 84702 99 85269 97 85836 97 86405 95 86972 95 87541 89 88108 89 88677 84 89244 84 89813 80 90385 73 90952 73 91523 65 92090 65 92662 55 93229 55 93802 47 94369 47 94950 28
image_071,2:36929 12 37439 12 37941 26 38451 26 38955 36 39465 36 39971 42 40477 50 40987 50 41495 54 42005 54 42511 62 43021 62 43529 66 44039 66 44547 72 45057 72 45565 80 46003 4 46073 101 46513 4 46583 101 47019 14 47091 111 47529 14 47601 111 48039 16 48109 117 48549 16 48619 117 49057 22 49123 127 49567 22 49633 127 50075 26 50135 137 50585 26 50645 137 51093 30 51151 143 51601 34 51657 149 52111 34 52167 149 52621 36 52675 151 53131 36 53185 151 53641 40 53691 157 54151 40 54201 157 54661 207 55171 207 55681 207 56191 207 56701 207 57137 8 57211 207 57647 8 57721 207 58157 10 58233 207 58667 10 58743 207 59177 10 59253 207 59687 10 59763 207 60197 10 60275 207 60707 10 60785 207 61217 10 61293 209 61727 10 61803 209 62241 2 62315 209 62751 2 62825 209 63333 2 63339 207 63857 203 64367 203 64863 2 64879 205 65373 2 65389 205 65885 2 65889 2 65897 211 66395 2 66399 2 66407 211 66903 10 66917 213 67413 10 67427 213 67921 231 68431 231 68943 229 69453 231 69963 231 70475 227 70985 227 71497 227 72007 227 72519 225 73029 225 73539 225 74049 225 74561 223 75073 221 75583 221 76095 219 76605 219 77113 221 77623 221 78131 223 78641 223 79151 223 79661 223 80171 221 80681 219 81191 219 81703 215 82213 215 82725 211 83235 211 83747 209 84257 209 84767 207 85277 207 85787 207 86299 205 86809 205 87319 203 87829 203 88339 203 88849 203 89359 203 89869 203 90379 201 90889 201 91401 197 91911 197 92421 197 92929 199 93439 199 93949 199 94459 199 94971 197 95481 197 95989 199 96499 199 97011 197 97519 199 98029 199 98539 199 99049 199 99557 197 100067 197 100577 193 101087 193 101597 165 101774 8 102107 165 102284 8 102617 138 102765 15 103129 136 103276 12 103639 136 103786 12 104147 138 104295 15 104657 138 104805 15 105167 138 105315 13 105677 138 105825 13 106187 138 106335 15 106697 138 106845 15 107205 140 107355 13 107715 140 107865 13 108227 138 108375 13 108737 138 108886 12 109247 138 109396 12 109757 138 109906 12 110267 138 110416 12 110779 136 110925 13 111289 136 111435 13 111799 138 111943 15 112309 138 112453 15 112821 159 113331 159 113843 159 114357 155 114867 155 115393 141 115903 141 116449 105 116959 105 117473 103 117983 103 118495 101 119005 101 119515 103 120025 101 120535 101 121047 99 121557 99 122067 99 122577 99 123087 99 123597 99 124109 97 124619 97 125131 95 125641 95 126153 93 126665 93 127175 93 127689 93 128199 93 128719 83 129229 83 129745 79 130255 79 130771 20 130815 25 131281 20 131325 25 131846 10 132434 6 132944 6 133450 18 133960 18 134472 14 134982 14 135490 16 136000 16 136510 14 137020 14 137530 12 138046 2 138556 2 140012 4 140522 4 141026 10 141104 4 141536 10 141614 4 142044 14 142120 10 142554 14 142630 10 143062 18 143136 16 143572 18 143644 20 144082 18 144154 20 144594 14 144664 20 145104 14 145174 20 145620 4 145686 18 146130 4 146196 18 146704 22 147214 22 147722 24 148232 24 148742 26 149252 26 149762 26 150268 32 150778 32 151232 2 151284 2 151288 32 151742 2 151794 2 151798 32 152306 32 152816 32 153328 30 153838 30 154346 32 154854 34 155364 34 155878 30 156388 30 156898 30 157408 30 157904 46 158414 46 158874 12 158902 2 158906 2 158918 54 159384 12 159412 2 159416 2 159428 54 159892 16 159916 78 160398 108 160908 108 161416 112 161926 112 162433 119 162943 119 163453 121 163963 121 164471 123 164981 123 165491 121 166001 121 166511 121 167021 119 167531 119 168043 115 168553 115 169063 113 169573 113 170083 111 170593 111 171105 109 171615 107 172125 107 172633 107 173143 107 173651 109 174161 109 174669 109 175179 109 175685 111 176195 111 176701 113 177209 113 177719 113 178227 115 178737 115 179219 6 179245 117 179729 6 179755 117 180237 12 180263 119 180747 12 180773 119 181237 34 181283 119 181747 34 181793 119 182259 34 182301 119 182769 34 182811 119 183295 16 183321 119 183811 8 183833 113 184321 8 184343 113 184853 111 185363 111 185875 107 186385 107 186897 95 187407 95 187921 85 188431 85 188951 69 189494 26 190004 26
